"covariateId","covariateName","analysisId","conceptId","covariateValue"
4019957801,"observation any time prior through 0 days relative to index: Donor of kidney for transplant",801,4019957,0
2108646801,"observation any time prior through 0 days relative to index: ",801,2108646,0
443224801,"observation any time prior through 0 days relative to index: Central nervous system depressants and anesthetic agent poisoning",801,443224,0
2106212801,"observation any time prior through 0 days relative to index: ",801,2106212,0
2617821801,"observation any time prior through 0 days relative to index: Bmi not documented and no reason is given",801,2617821,0
4181604801,"observation any time prior through 0 days relative to index: Subcutaneous contraceptive implant",801,4181604,0
443040801,"observation any time prior through 0 days relative to index: Noncollision motor vehicle traffic accident involving injury by moving part of the vehicle while boarding or alighting, passenger of motor vehicle injured",801,443040,0
2106847801,"observation any time prior through 0 days relative to index: ",801,2106847,0
4192270801,"observation any time prior through 0 days relative to index: H/O: hip fracture",801,4192270,0
2614669801,"observation any time prior through 0 days relative to index: Ambulance service, basic life support, non-emergency transport, (bls)",801,2614669,0
2108528801,"observation any time prior through 0 days relative to index: ",801,2108528,0
444392801,"observation any time prior through 0 days relative to index: Poisoning by rabies vaccine",801,444392,0
40479426801,"observation any time prior through 0 days relative to index: Exposure to sexually transmissible disorder",801,40479426,0
2108681801,"observation any time prior through 0 days relative to index: ",801,2108681,0
4095059801,"observation any time prior through 0 days relative to index: Selective serotonin re-uptake inhibitor poisoning",801,4095059,0
378421801,"observation any time prior through 0 days relative to index: Alcoholic polyneuropathy",801,378421,0
2101845801,"observation any time prior through 0 days relative to index: ",801,2101845,0
4061827801,"observation any time prior through 0 days relative to index: Noncollision motor vehicle traffic accident involving injury by moving part of the vehicle while boarding or alighting",801,4061827,0
444230801,"observation any time prior through 0 days relative to index: Poisoning by mixed sedative",801,444230,0
438638801,"observation any time prior through 0 days relative to index: Inhalation and ingestion of food causing obstruction of respiratory tract or suffocation",801,438638,0
2720897801,"observation any time prior through 0 days relative to index: Transportation of portable ekg to facility or location, per patient",801,2720897,0
442651801,"observation any time prior through 0 days relative to index: Noncollision motor vehicle traffic accident involving fire starting in motor vehicle while in motion, passenger of motor vehicle injured",801,442651,0
2102876801,"observation any time prior through 0 days relative to index: ",801,2102876,0
2108621801,"observation any time prior through 0 days relative to index: ",801,2108621,0
137978801,"observation any time prior through 0 days relative to index: Unilateral incomplete cleft lip",801,137978,0
2617333801,"observation any time prior through 0 days relative to index: Demonstrate use home inr mon",801,2617333,0
441488801,"observation any time prior through 0 days relative to index: Adverse reaction to substance",801,441488,0
2614624801,"observation any time prior through 0 days relative to index: Non-emergency transportation: per mile - case worker or social worker",801,2614624,0
43021378801,"observation any time prior through 0 days relative to index: Suspected infectious disease",801,43021378,0
434223801,"observation any time prior through 0 days relative to index: Poisoning by psychotropic agent",801,434223,0
4279614801,"observation any time prior through 0 days relative to index: Asphyxiation",801,4279614,0
442240801,"observation any time prior through 0 days relative to index: Pedal cycle accident involving entanglement in wheel of pedal cycle, pedal cyclist injured",801,442240,0
40482298801,"observation any time prior through 0 days relative to index: History of total gastrectomy",801,40482298,0
258862801,"observation any time prior through 0 days relative to index: Unilateral complete cleft palate",801,258862,0
2614667801,"observation any time prior through 0 days relative to index: Ambulance service, advanced life support, non-emergency transport, level 1 (als 1)",801,2614667,0
4081426801,"observation any time prior through 0 days relative to index: Residence remote from medical care",801,4081426,0
437442801,"observation any time prior through 0 days relative to index: Cow's milk protein-induced anaphylaxis",801,437442,0
4092491801,"observation any time prior through 0 days relative to index: Puberty stage",801,4092491,0
439347801,"observation any time prior through 0 days relative to index: Motor vehicle traffic accident involving pedestrian dragged by motor vehicle, passenger on motor cycle injured",801,439347,0
2106910801,"observation any time prior through 0 days relative to index: ",801,2106910,0
435419801,"observation any time prior through 0 days relative to index: Poisoning by yellow fever vaccine",801,435419,0
2617330801,"observation any time prior through 0 days relative to index: Initial foot exam pt lops",801,2617330,0
433496801,"observation any time prior through 0 days relative to index: Unilateral sensory hearing loss",801,433496,0
441749801,"observation any time prior through 0 days relative to index: Fall on or from stairs or steps",801,441749,0
4289178801,"observation any time prior through 0 days relative to index: Vocational rehabilitation",801,4289178,0
2102854801,"observation any time prior through 0 days relative to index: ",801,2102854,0
2106844801,"observation any time prior through 0 days relative to index: ",801,2106844,0
2107152801,"observation any time prior through 0 days relative to index: ",801,2107152,0
2106370801,"observation any time prior through 0 days relative to index: ",801,2106370,0
2614663801,"observation any time prior through 0 days relative to index: Ambulance waiting time (als or bls), one half (1/2) hour increments",801,2614663,0
433374801,"observation any time prior through 0 days relative to index: Fall due to roller skates or skateboard",801,433374,0
40479809801,"observation any time prior through 0 days relative to index: Exposure to Mycobacterium tuberculosis",801,40479809,0
4053562801,"observation any time prior through 0 days relative to index: Traffic accident on public road",801,4053562,0
2720865801,"observation any time prior through 0 days relative to index: High osmolar contrast material, 300-349 mg/ml iodine concentration, per ml",801,2720865,0
443063801,"observation any time prior through 0 days relative to index: Accident caused by smoke from conflagration in private dwelling",801,443063,0
4152813801,"observation any time prior through 0 days relative to index: Family disruption",801,4152813,0
4081756801,"observation any time prior through 0 days relative to index: Radiotherapy follow-up",801,4081756,0
4252735801,"observation any time prior through 0 days relative to index: Bereavement",801,4252735,0
2106189801,"observation any time prior through 0 days relative to index: ",801,2106189,0
443315801,"observation any time prior through 0 days relative to index: Motor vehicle traffic accident due to motor vehicle going out of control due to burst tire, without collision on the highway, driver of motor vehicle injured",801,443315,0
2106256801,"observation any time prior through 0 days relative to index: ",801,2106256,0
2720868801,"observation any time prior through 0 days relative to index: Low osmolar contrast material, 100-199 mg/ml iodine concentration, per ml",801,2720868,0
439224801,"observation any time prior through 0 days relative to index: Drug allergy",801,439224,0
140208801,"observation any time prior through 0 days relative to index: Unilateral complete cleft palate with cleft lip",801,140208,0
2617815801,"observation any time prior through 0 days relative to index: Footwear evaluation was not performed",801,2617815,0
40479430801,"observation any time prior through 0 days relative to index: Exposure to Rubella virus",801,40479430,0
2108558801,"observation any time prior through 0 days relative to index: ",801,2108558,0
2414358801,"observation any time prior through 0 days relative to index: ",801,2414358,0
2720799801,"observation any time prior through 0 days relative to index: Graftjacket, per square centimeter",801,2720799,0
4022081801,"observation any time prior through 0 days relative to index: Living in residential institution",801,4022081,0
435718801,"observation any time prior through 0 days relative to index: Poisoning by adrenal cortical steroid",801,435718,0
4058431801,"observation any time prior through 0 days relative to index: H/O: artificial joint",801,4058431,0
2720857801,"observation any time prior through 0 days relative to index: Oral magnetic resonance contrast agent, per 100 ml",801,2720857,0
4047564801,"observation any time prior through 0 days relative to index: Routine antenatal care",801,4047564,0
438941801,"observation any time prior through 0 days relative to index: Hydantoin derivative poisoning",801,438941,0
436320801,"observation any time prior through 0 days relative to index: Accidentally struck by falling object",801,436320,0
4144274801,"observation any time prior through 0 days relative to index: Housing lack",801,4144274,0
2106888801,"observation any time prior through 0 days relative to index: ",801,2106888,0
2102836801,"observation any time prior through 0 days relative to index: ",801,2102836,0
2614665801,"observation any time prior through 0 days relative to index: Extra ambulance attendant, ground (als or bls) or air (fixed or rotary winged); (requires medical review)",801,2614665,0
2414345801,"observation any time prior through 0 days relative to index: ",801,2414345,0
4302047801,"observation any time prior through 0 days relative to index: Anesthetic allergy",801,4302047,0
440308801,"observation any time prior through 0 days relative to index: Fall on snow",801,440308,0
437257801,"observation any time prior through 0 days relative to index: Continuous acute alcoholic intoxication in alcoholism",801,437257,0
2106273801,"observation any time prior through 0 days relative to index: ",801,2106273,0
2211305801,"observation any time prior through 0 days relative to index: ",801,2211305,0
2614666801,"observation any time prior through 0 days relative to index: Ground mileage, per statute mile",801,2614666,0
2213584801,"observation any time prior through 0 days relative to index: ",801,2213584,0
4065060801,"observation any time prior through 0 days relative to index: Medicolegal examination",801,4065060,0
4145781801,"observation any time prior through 0 days relative to index: Medical care unavailable",801,4145781,0
2106327801,"observation any time prior through 0 days relative to index: ",801,2106327,0
440919801,"observation any time prior through 0 days relative to index: Poisoning by methadone",801,440919,0
4168873801,"observation any time prior through 0 days relative to index: Vaccines allergy",801,4168873,0
441192801,"observation any time prior through 0 days relative to index: Accidentally struck by or against objects or persons",801,441192,0
442435801,"observation any time prior through 0 days relative to index: Noncollision motor vehicle traffic accident involving object falling in or on motor vehicle while in motion, driver of motor vehicle injured",801,442435,0
435728801,"observation any time prior through 0 days relative to index: Accidental poisoning by psychostimulants",801,435728,0
437167801,"observation any time prior through 0 days relative to index: Accident caused by firearm missile",801,437167,0
4086927801,"observation any time prior through 0 days relative to index: Contraception status",801,4086927,0
4174707801,"observation any time prior through 0 days relative to index: Dietary management surveillance",801,4174707,0
4315359801,"observation any time prior through 0 days relative to index: Accidents caused by powered household appliances and implements",801,4315359,0
440288801,"observation any time prior through 0 days relative to index: Accident while engaged in sports activity",801,440288,0
40479204801,"observation any time prior through 0 days relative to index: Anaphylaxis due to seed",801,40479204,0
2108544801,"observation any time prior through 0 days relative to index: ",801,2108544,0
4022059801,"observation any time prior through 0 days relative to index: Eye donor for corneal transplant",801,4022059,0
2107340801,"observation any time prior through 0 days relative to index: ",801,2107340,0
2106342801,"observation any time prior through 0 days relative to index: ",801,2106342,0
439459801,"observation any time prior through 0 days relative to index: Accidental kicking against stationary object",801,439459,0
2106326801,"observation any time prior through 0 days relative to index: ",801,2106326,0
2108688801,"observation any time prior through 0 days relative to index: ",801,2108688,0
433083801,"observation any time prior through 0 days relative to index: Poisoning by opiate AND/OR related narcotic",801,433083,0
43530904801,"observation any time prior through 0 days relative to index: Antenatal care for woman with history of recurrent miscarriage",801,43530904,0
436294801,"observation any time prior through 0 days relative to index: Poisoning by phenothiazine-based tranquilizer",801,436294,0
40481797801,"observation any time prior through 0 days relative to index: Torus fracture",801,40481797,0
201998801,"observation any time prior through 0 days relative to index: Unilateral traumatic amputation of leg at OR above knee without complication",801,201998,0
2109560801,"observation any time prior through 0 days relative to index: ",801,2109560,0
2101880801,"observation any time prior through 0 days relative to index: ",801,2101880,0
4058419801,"observation any time prior through 0 days relative to index: H/O: surgery",801,4058419,0
440598801,"observation any time prior through 0 days relative to index: Overexertion",801,440598,0
4060985801,"observation any time prior through 0 days relative to index: Body mass index 30+ - obesity",801,4060985,0
2110380801,"observation any time prior through 0 days relative to index: ",801,2110380,0
2101840801,"observation any time prior through 0 days relative to index: ",801,2101840,0
2107358801,"observation any time prior through 0 days relative to index: ",801,2107358,0
2106851801,"observation any time prior through 0 days relative to index: ",801,2106851,0
2101941801,"observation any time prior through 0 days relative to index: ",801,2101941,0
2101907801,"observation any time prior through 0 days relative to index: ",801,2101907,0
2213588801,"observation any time prior through 0 days relative to index: ",801,2213588,0
2108546801,"observation any time prior through 0 days relative to index: ",801,2108546,0
442360801,"observation any time prior through 0 days relative to index: Thrown from animal being ridden, rider of animal injured",801,442360,0
4240902801,"observation any time prior through 0 days relative to index: Allergy to peanuts",801,4240902,0
4163175801,"observation any time prior through 0 days relative to index: Diagnostic dye allergy",801,4163175,0
2108552801,"observation any time prior through 0 days relative to index: ",801,2108552,0
2108665801,"observation any time prior through 0 days relative to index: ",801,2108665,0
2617477801,"observation any time prior through 0 days relative to index: Group psychotherapy other than of a multiple-family group, in a partial hospitalization setting, approximately 45 to 50 minutes",801,2617477,0
4239721801,"observation any time prior through 0 days relative to index: Allergy to seafood",801,4239721,0
2106286801,"observation any time prior through 0 days relative to index: ",801,2106286,0
2108525801,"observation any time prior through 0 days relative to index: ",801,2108525,0
434842801,"observation any time prior through 0 days relative to index: Accidental poisoning by drugs, medicines and biologicals",801,434842,0
439227801,"observation any time prior through 0 days relative to index: Accident caused by metalworking machine",801,439227,0
2617849801,"observation any time prior through 0 days relative to index: Beta-blocker therapy prescribed",801,2617849,0
434237801,"observation any time prior through 0 days relative to index: Accident caused by woodworking or forming machine",801,434237,0
4061426801,"observation any time prior through 0 days relative to index: A/N care: obstetric risk",801,4061426,0
432533801,"observation any time prior through 0 days relative to index: Accident caused by earthquake",801,432533,0
441458801,"observation any time prior through 0 days relative to index: Poisoning by anti-parkinsonism drug",801,441458,0
441470801,"observation any time prior through 0 days relative to index: Accident due to cold weather",801,441470,0
2617802801,"observation any time prior through 0 days relative to index: Dilated macular or fundus exam not performed",801,2617802,0
2106522801,"observation any time prior through 0 days relative to index: ",801,2106522,0
4102123801,"observation any time prior through 0 days relative to index: Latex allergy",801,4102123,0
2101898801,"observation any time prior through 0 days relative to index: ",801,2101898,0
438304801,"observation any time prior through 0 days relative to index: Rat bite",801,438304,0
2617809801,"observation any time prior through 0 days relative to index: Lower extremity neurological exam not performed",801,2617809,0
2101918801,"observation any time prior through 0 days relative to index: ",801,2101918,0
433657801,"observation any time prior through 0 days relative to index: Fall from furniture",801,433657,0
2101910801,"observation any time prior through 0 days relative to index: ",801,2101910,0
435145801,"observation any time prior through 0 days relative to index: Accident caused by powered lawn mower",801,435145,0
4058867801,"observation any time prior through 0 days relative to index: H/O: CSF drainage device",801,4058867,0
2720808801,"observation any time prior through 0 days relative to index: Alloderm, per square centimeter",801,2720808,0
2617949801,"observation any time prior through 0 days relative to index: Coordinated care fee, risk adjusted maintenance",801,2617949,0
2102860801,"observation any time prior through 0 days relative to index: ",801,2102860,0
438938801,"observation any time prior through 0 days relative to index: Accident with controlled fire",801,438938,0
43530886801,"observation any time prior through 0 days relative to index: Suspected fetal damage from disease in the mother",801,43530886,0
2101847801,"observation any time prior through 0 days relative to index: ",801,2101847,0
435997801,"observation any time prior through 0 days relative to index: Accidentally struck by or against person or object in sports",801,435997,0
2106324801,"observation any time prior through 0 days relative to index: ",801,2106324,0
2106848801,"observation any time prior through 0 days relative to index: ",801,2106848,0
437160801,"observation any time prior through 0 days relative to index: Poisoning by skin AND/OR mucous membrane drug",801,437160,0
434219801,"observation any time prior through 0 days relative to index: Food anaphylaxis",801,434219,0
437477801,"observation any time prior through 0 days relative to index: Fall from playground equipment",801,437477,0
4059637801,"observation any time prior through 0 days relative to index: Work environment deleterious",801,4059637,0
2617881801,"observation any time prior through 0 days relative to index: Influenza immunization administered or previously received",801,2617881,0
2109552801,"observation any time prior through 0 days relative to index: ",801,2109552,0
444255801,"observation any time prior through 0 days relative to index: Avalanche",801,444255,0
2106278801,"observation any time prior through 0 days relative to index: ",801,2106278,0
2108585801,"observation any time prior through 0 days relative to index: ",801,2108585,0
2108782801,"observation any time prior through 0 days relative to index: ",801,2108782,0
2106887801,"observation any time prior through 0 days relative to index: ",801,2106887,0
4276272801,"observation any time prior through 0 days relative to index: History relating to military service - finding",801,4276272,0
4149299801,"observation any time prior through 0 days relative to index: Follow-up orthopedic assessment",801,4149299,0
2108539801,"observation any time prior through 0 days relative to index: ",801,2108539,0
2614673801,"observation any time prior through 0 days relative to index: Paramedic intercept (pi), rural area, transport furnished by a volunteer ambulance company which is prohibited by state law from billing third party payers",801,2614673,0
4169658801,"observation any time prior through 0 days relative to index: No help available",801,4169658,0
2101843801,"observation any time prior through 0 days relative to index: ",801,2101843,0
2617331801,"observation any time prior through 0 days relative to index: Followup eval of foot pt lop",801,2617331,0
437187801,"observation any time prior through 0 days relative to index: Assault by striking by blunt or thrown object",801,437187,0
4302252801,"observation any time prior through 0 days relative to index: High risk pregnancy care",801,4302252,0
2617335801,"observation any time prior through 0 days relative to index: Md inr test revie inter mgmt",801,2617335,0
439141801,"observation any time prior through 0 days relative to index: Abnormal weight gain",801,439141,0
434046801,"observation any time prior through 0 days relative to index: Unilateral mixed conductive and sensorineural hearing loss with unrestricted hearing on the contralateral side",801,434046,0
2102832801,"observation any time prior through 0 days relative to index: ",801,2102832,0
2720369801,"observation any time prior through 0 days relative to index: Repair prosthetic device, labor component, per 15 minutes",801,2720369,0
2106867801,"observation any time prior through 0 days relative to index: ",801,2106867,0
2617873801,"observation any time prior through 0 days relative to index: Ace/arb not rx'd; doc reas",801,2617873,0
443352801,"observation any time prior through 0 days relative to index: Seen by pediatrician",801,443352,0
2108690801,"observation any time prior through 0 days relative to index: ",801,2108690,0
2102872801,"observation any time prior through 0 days relative to index: ",801,2102872,0
2414356801,"observation any time prior through 0 days relative to index: ",801,2414356,0
2106862801,"observation any time prior through 0 days relative to index: ",801,2106862,0
2213587801,"observation any time prior through 0 days relative to index: ",801,2213587,0
40481819801,"observation any time prior through 0 days relative to index: Early satiety",801,40481819,0
437175801,"observation any time prior through 0 days relative to index: Fall on same level from slipping, tripping or stumbling",801,437175,0
440607801,"observation any time prior through 0 days relative to index: Accident caused by explosive material",801,440607,0
433949801,"observation any time prior through 0 days relative to index: Human bite",801,433949,0
2108540801,"observation any time prior through 0 days relative to index: ",801,2108540,0
4060088801,"observation any time prior through 0 days relative to index: H/O: skin recipient",801,4060088,0
2107308801,"observation any time prior through 0 days relative to index: ",801,2107308,0
2108553801,"observation any time prior through 0 days relative to index: ",801,2108553,0
439615801,"observation any time prior through 0 days relative to index: Fall from stationary vehicle",801,439615,0
2106255801,"observation any time prior through 0 days relative to index: ",801,2106255,0
437463801,"observation any time prior through 0 days relative to index: Assault by pushing from high place",801,437463,0
45766277801,"observation any time prior through 0 days relative to index: Cardiac implant in situ",801,45766277,0
137846801,"observation any time prior through 0 days relative to index: Unilateral shortlasting neuralgiform pain with conjunctival injection and tearing syndrome",801,137846,0
4079835801,"observation any time prior through 0 days relative to index: A/N risk factors",801,4079835,0
2106280801,"observation any time prior through 0 days relative to index: ",801,2106280,0
2614674801,"observation any time prior through 0 days relative to index: Advanced life support, level 2 (als 2)",801,2614674,0
261888801,"observation any time prior through 0 days relative to index: Unilateral complete paralysis of vocal cords",801,261888,0
2101940801,"observation any time prior through 0 days relative to index: ",801,2101940,0
2106285801,"observation any time prior through 0 days relative to index: ",801,2106285,0
434543801,"observation any time prior through 0 days relative to index: Overexposure to visual and ultraviolet light sources",801,434543,0
4188027801,"observation any time prior through 0 days relative to index: Food allergy",801,4188027,0
4214956801,"observation any time prior through 0 days relative to index: History of clinical finding in subject",801,4214956,0
441765801,"observation any time prior through 0 days relative to index: Accidentally struck by or against projected object",801,441765,0
438664801,"observation any time prior through 0 days relative to index: Accidental poisoning by hormones and synthetic substitutes",801,438664,0
2106289801,"observation any time prior through 0 days relative to index: ",801,2106289,0
4296024801,"observation any time prior through 0 days relative to index: Family disruption due to divorce",801,4296024,0
2106711801,"observation any time prior through 0 days relative to index: ",801,2106711,0
432796801,"observation any time prior through 0 days relative to index: Poisoning by anesthetic agent",801,432796,0
2110363801,"observation any time prior through 0 days relative to index: ",801,2110363,0
2614675801,"observation any time prior through 0 days relative to index: Specialty care transport (sct)",801,2614675,0
2514486801,"observation any time prior through 0 days relative to index: ",801,2514486,0
4215685801,"observation any time prior through 0 days relative to index: Past history of procedure",801,4215685,0
2108529801,"observation any time prior through 0 days relative to index: ",801,2108529,0
2107561801,"observation any time prior through 0 days relative to index: ",801,2107561,0
2108586801,"observation any time prior through 0 days relative to index: ",801,2108586,0
2617822801,"observation any time prior through 0 days relative to index: Bmi not documented, documentation the patient is not eligible for bmi calculation",801,2617822,0
435161801,"observation any time prior through 0 days relative to index: Performance of inappropriate operation",801,435161,0
261047801,"observation any time prior through 0 days relative to index: Unilateral partial vocal cord paralysis",801,261047,0
444229801,"observation any time prior through 0 days relative to index: Local anesthetic toxicity",801,444229,0
2101936801,"observation any time prior through 0 days relative to index: ",801,2101936,0
2617268801,"observation any time prior through 0 days relative to index: Md certification hha patient",801,2617268,0
2102840801,"observation any time prior through 0 days relative to index: ",801,2102840,0
2614659801,"observation any time prior through 0 days relative to index: Als specialized service disposable supplies; defibrillation (to be used only in jurisdictions where defibrillation cannot be performed in bls ambulances)",801,2614659,0
2617457801,"observation any time prior through 0 days relative to index: Lev 4 hosp type b ed visit",801,2617457,0
40479553801,"observation any time prior through 0 days relative to index: Cardiac pacemaker in situ",801,40479553,0
378121801,"observation any time prior through 0 days relative to index: Idiosyncratic intoxication",801,378121,0
4193155801,"observation any time prior through 0 days relative to index: H/O: fracture",801,4193155,0
2108721801,"observation any time prior through 0 days relative to index: ",801,2108721,0
433931801,"observation any time prior through 0 days relative to index: Accidental poisoning by drug primarily affecting cardiovascular system",801,433931,0
2720864801,"observation any time prior through 0 days relative to index: High osmolar contrast material, 250-299 mg/ml iodine concentration, per ml",801,2720864,0
2720856801,"observation any time prior through 0 days relative to index: Injection, iron-based magnetic resonance contrast agent, per ml",801,2720856,0
4059635801,"observation any time prior through 0 days relative to index: Work maladjustment problem",801,4059635,0
436001801,"observation any time prior through 0 days relative to index: Emotional abuse of adult",801,436001,0
442031801,"observation any time prior through 0 days relative to index: Accidentally struck by or against stationary object",801,442031,0
4329840801,"observation any time prior through 0 days relative to index: Legal problem",801,4329840,0
4186037801,"observation any time prior through 0 days relative to index: Aftercare",801,4186037,0
4150253801,"observation any time prior through 0 days relative to index: Immunization consent not given",801,4150253,0
2106182801,"observation any time prior through 0 days relative to index: ",801,2106182,0
437460801,"observation any time prior through 0 days relative to index: Child sex abuse",801,437460,0
2101942801,"observation any time prior through 0 days relative to index: ",801,2101942,0
2108720801,"observation any time prior through 0 days relative to index: ",801,2108720,0
40479434801,"observation any time prior through 0 days relative to index: Exposure to Rabies virus",801,40479434,0
2614664801,"observation any time prior through 0 days relative to index: Ambulance (als or bls) oxygen and oxygen supplies, life sustaining situation",801,2614664,0
4058432801,"observation any time prior through 0 days relative to index: H/O: artificial bladder",801,4058432,0
4058862801,"observation any time prior through 0 days relative to index: H/O: artificial organ/tissue",801,4058862,0
2614670801,"observation any time prior through 0 days relative to index: Ambulance service, basic life support, emergency transport (bls-emergency)",801,2614670,0
2108614801,"observation any time prior through 0 days relative to index: ",801,2108614,0
2107158801,"observation any time prior through 0 days relative to index: ",801,2107158,0
4096598801,"observation any time prior through 0 days relative to index: Tetracyclic antidepressant drug poisoning",801,4096598,0
40479323801,"observation any time prior through 0 days relative to index: Exposure to Variola virus",801,40479323,0
2617905801,"observation any time prior through 0 days relative to index: Patient receiving angiotensin converting enzyme (ace) inhibitor or angiotensin receptor blocker (arb) therapy",801,2617905,0
2617872801,"observation any time prior through 0 days relative to index: Angiotensin converting enzyme (ace) inhibitor or angiotensin receptor blocker (arb) therapy prescribed",801,2617872,0
4256343801,"observation any time prior through 0 days relative to index: Medical/dental care",801,4256343,0
438294801,"observation any time prior through 0 days relative to index: Poisoning by poliomyelitis vaccine",801,438294,0
2617830801,"observation any time prior through 0 days relative to index: Eligible clinician attests to documenting in the medical record the patient is not eligible for a current list of medications being obtained, updated, or reviewed by the eligible clinician",801,2617830,0
4060094801,"observation any time prior through 0 days relative to index: H/O: respirator dependence",801,4060094,0
2213596801,"observation any time prior through 0 days relative to index: ",801,2213596,0
432814801,"observation any time prior through 0 days relative to index: Device withdrawn and / or removed",801,432814,0
4059465801,"observation any time prior through 0 days relative to index: H/O: lung recipient",801,4059465,0
433400801,"observation any time prior through 0 days relative to index: Emergency contraception",801,433400,0
435443801,"observation any time prior through 0 days relative to index: Fall from wheelchair",801,435443,0
4058861801,"observation any time prior through 0 days relative to index: H/O: bone tissue recipient",801,4058861,0
4029804801,"observation any time prior through 0 days relative to index: Physiotherapeutic breathing exercise",801,4029804,0
2108548801,"observation any time prior through 0 days relative to index: ",801,2108548,0
2110382801,"observation any time prior through 0 days relative to index: ",801,2110382,0
4167217801,"observation any time prior through 0 days relative to index: Family history of clinical finding",801,4167217,0
43020581801,"observation any time prior through 0 days relative to index: On waiting list for organ transplant",801,43020581,0
2414355801,"observation any time prior through 0 days relative to index: ",801,2414355,0
2101905801,"observation any time prior through 0 days relative to index: ",801,2101905,0
2617455801,"observation any time prior through 0 days relative to index: Lev 2 hosp type b ed visit",801,2617455,0
2614677801,"observation any time prior through 0 days relative to index: Rotary wing air mileage, per statute mile",801,2614677,0
2617874801,"observation any time prior through 0 days relative to index: Angiotensin converting enzyme (ace) inhibitor or angiotensin receptor blocker (arb) therapy not prescribed, reason not given",801,2617874,0
2106386801,"observation any time prior through 0 days relative to index: ",801,2106386,0
433942801,"observation any time prior through 0 days relative to index: Accident while engaged in household activity",801,433942,0
